313号原始样本,313号样本
97.53553600000001,95.82955133333333
56.4040275,56.42537200000001
53188.60675,53187.939999999995
27.165678000000003,26.70708533333333
252.64343999999997,254.15111333333334
0.10467523000000001,0.10470452
18.2684705,18.307833333333342
23.356162749999992,23.319324666666667
23.892743000000003,23.82986266666667
3.612688049999999,3.602529266666667
171.67410750000005,172.30217333333334
-0.34886677000000005,-0.3631773866666666
92.70448600000002,92.70619066666667
5.411851350000001,5.395484333333333
258.27789500000006,256.0073733333333
1.7754006250000003,1.756901133333333
48.79104649999998,48.837861333333336
-0.9754254225000002,-0.9575172999999999
291.9770474999999,291.99429333333336
-4.970188900000003,-4.970276533333332
128.82977250000005,128.81698
66.55934325000001,66.71849133333335
25.97086000000001,25.970860000000012
136.9846525,137.01719333333338
71.6051045,71.613628
50.161980750000005,50.280312666666674
47.938592250000006,48.817283999999994
-148020.1125,-148018.25999999998
10,10.0
706.6461425,709.2155933333335
111.94853250000001,111.81251999999999
498.2706575,502.71064000000007
498.12568250000004,502.04177333333337
38.864093,40.037781333333335
-0.744100605075,-0.1971718608666667
27.449889250000005,27.229708666666667
-0.747820027375,-0.18913129979999996
291.58176000000003,290.94858000000005
1.1084657500000001,1.1063128000000002
4.6954052750000015,4.679935733333334
23.02796525000001,22.975964666666666
718.6799400000001,719.3324333333333
349.6010025,351.05688
3.078259374999999,3.0762542000000006
-0.01802775975,-0.01832090333333333
0.0499937135,0.049954116
12034.473500000004,12177.956666666665
69.14121150000003,69.16073066666667
380.03322249999985,378.92681999999996
-0.009709328725,-0.009534985666666666
0.25898975500000004,0.29515034
-0.9466998350000001,-0.9491774599999999
269.0931575000001,269.7008533333333
-1277.6303500000001,-1280.3962666666666
243.807055,244.26589999999996
0.5846714124999999,0.5843910733333334
0.20019217500000003,0.2001715733333333
-0.05446447449999999,-0.033563572666666666
1.6824734924999998,1.7881534866666668
-0.05773801525,-0.058293964000000004
-40.56793625000001,-40.54610333333334
3.9031208499999996,3.9025467333333332
0.38608062000000004,0.3863631733333333
0.052838366500000025,0.05314747133333333
0.12394058999999998,0.12354159333333332
24.1337885,23.213988666666662
20.77133625,20.42767466666667
0.14727423999999997,0.14669403333333333
90.3784395,90.15584933333334
14.365407249999999,14.259026666666667
0.1647859325,0.16190712666666668
0.9752186375,1.8976395866666667
96.8919955,92.33230066666667
438.7909175000001,438.8932933333333
473.85184499999997,474.1881266666667
497.15032,501.3835266666667
54.733385750000004,54.53994733333333
4.693270875,4.677115866666667
425.4572475,426.3589866666667
32.84580525,32.672534000000006
424.92466249999995,425.68013333333334
-57452.38025,-57406.674
424.3042875,425.10403999999994
421.198895,422.0503933333333
933.2331999999999,933.2332000000002
9.259948475000002,9.2612052
-0.03327292324999999,-0.031318548
0.058036254749999995,0.05440794333333333
10.927848225,11.371048666666667
-1.9231865499999994,-1.9400394666666665
5.439750699999999,5.346465533333333
10.480956049999996,10.651223333333332
19.88724825,20.031352000000002
536.6471450000001,527.16374
5.79974815,5.806481333333334
951.8920599999998,742.7654600000002
0.006042941774999999,0.0057951392666666665
21.68504375,21.724248666666664
0.0006177860224999999,0.0006145982
20.7688075,20.93117733333333
372966.11,372961.4333333334
-1707.8586750000002,-1707.837266666667
-308776.64,-308772.78
-14851.746000000003,-14851.556666666665
0.057882197499999975,0.057966059333333333
21.70004325,21.76803266666667
0.05780789175000001,0.05787586066666666
20.85304025,20.987983999999997
15.62476,15.624760000000004
19.248780000000007,19.248780000000004
17.272259999999996,17.272259999999996
22.198060000000023,22.19806
60.77364624999999,60.815494000000015
58.32643624999999,58.421535999999996
3.0949663749999994,3.092708066666667
2.2197373999999996,2.2194839333333336
32.70469150000001,32.80296533333333
16.580840000000002,16.58084
3782.4790000000003,3782.4317333333333
3782.50515,3782.457933333334
3790.9097,3790.8626
100,100.0
0.14268445000000002,0.14205798666666664
402.6130325000001,403.3059733333333
-0.145932295,-0.14776165333333333
-0.063533533575,-0.06552872006666667
2.4222587000000004,2.4232764666666666
413.0782300000001,414.02838
420.2031675,421.07440666666673
414.2341974999998,415.30622000000005
271.54381750000005,281.60993333333334
349.65591249999994,345.57918666666666
396.25564500000013,391.67300666666665
275.165175,275.86769333333336
117.62759000000003,118.81425333333333
335351.59999999974,335351.6
106.68000749999996,107.73146666666668
379.49431000000004,380.2109733333334
380.226355,380.9662600000001
61.023624749999996,61.26942
27.587041750000004,27.999674666666667
1788.6295750000002,1801.4590666666666
142.25805250000002,142.30108666666666
21.366989499999995,21.517834000000004
21.3081695,21.421621333333334
231.41989499999985,231.24661999999998
425.80756,426.70704
0.5605672675,0.5528259666666666
0.071777039425,0.08102132399999998
2.01694905,1.770036066666667
0.57546295,0.5738033466666665
0.469408245,0.4589024933333334
0.7182378975,0.71586624
0.7038800075,0.7076881133333334
0.6792134525000001,0.6864569866666667
0.5858212875000001,0.5831794133333332
0.6747755950000001,0.68407582
0.42314817750000006,0.40682511333333327
425.4572475,426.3589866666667
17.42248625,17.390924666666663
5.79974815,5.806481333333334
243.807055,244.26589999999996
349.6010025,351.05688
47.222061350000004,50.17741075666666
42.42550999999998,42.41272266666667
154.10370749999998,155.4562
82.39650000000002,82.37630533333335
362.71348249999994,363.8453866666667
366.3398025,367.3126066666667
425.80756,426.70704
150.92306749999995,151.34718666666666
123.4618525,123.77214000000001
135.7044725,136.02736
0.28779155749999996,0.28738952
23.007242749999996,22.933073333333333
5.507943475000001,5.521379999999999
79.83652450000002,79.83208066666666
93.04496750000001,93.06174533333332
2.894837325,2.854435666666667
10013.864775,10010.583799999999
147.16573749999998,147.01742
87939278.25,87900000.0
2205865.275,2205889.466666667
1943.691157499999,1590.5932666666665
2149491.8,2149790.066666667
2501.8541750000004,2514.914733333333
2154163.85,2154579.533333333
-113.37591750000004,-113.37415333333334
